GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Avro,org.apache.avro.path,TracingAvroTypeException,65,12,8,0,13,3,6,1,2,1
Apache Avro,org.apache.avro.path,UnionTypePredicate,10,0,0,0,4,0,2,0,2,0
Apache Avro,org.apache.avro.path,TracingNullPointException,138,0,16,0,31,0,12,0,4,0
Apache Avro,org.apache.avro.path,TracingClassCastException,110,0,10,0,25,0,9,0,4,0
Apache Avro,org.apache.avro.path,LocationStep,25,0,4,0,7,0,4,0,2,0
Apache Avro,org.apache.avro.path,MapKeyPredicate,18,0,2,0,7,0,4,0,3,0
Apache Avro,org.apache.avro.util.springframework,ConcurrentReferenceHashMap,550,0,40,0,90,0,52,0,32,0
Apache Avro,org.apache.avro.util.springframework,ConcurrentReferenceHashMap.TaskOption,27,0,0,0,2,0,1,0,1,0
Apache Avro,org.apache.avro.util.springframework,ConcurrentReferenceHashMap.Entry,68,0,8,0,18,0,11,0,7,0
Apache Avro,org.apache.avro.util.springframework,ConcurrentReferenceHashMap.EntryIterator,141,0,20,0,36,0,17,0,7,0
Apache Avro,org.apache.avro.util.springframework,ObjectUtils,499,0,110,0,105,0,68,0,13,0
Apache Avro,org.apache.avro.util.springframework,ConcurrentReferenceHashMap.Task,31,0,2,0,6,0,5,0,4,0
Apache Avro,org.apache.avro.util.springframework,ConcurrentReferenceHashMap.ReferenceType,15,0,0,0,3,0,1,0,1,0
Apache Avro,org.apache.avro.util.springframework,ConcurrentReferenceHashMap.Restructure,15,0,0,0,2,0,1,0,1,0
Apache Avro,org.apache.avro.util.springframework,ConcurrentReferenceHashMap.SoftEntryReference,23,0,0,0,9,0,4,0,4,0
Apache Avro,org.apache.avro.util.springframework,Assert,24,0,6,0,9,0,6,0,3,0
Apache Avro,org.apache.avro.util.springframework,ConcurrentReferenceHashMap.ReferenceManager,39,0,2,0,6,0,4,0,3,0
Apache Avro,org.apache.avro.util.springframework,ConcurrentReferenceHashMap.WeakEntryReference,23,0,0,0,9,0,4,0,4,0
Apache Avro,org.apache.avro.util.springframework,ConcurrentReferenceHashMap.new ConcurrentReferenceHashMap.Task() {...},42,0,6,0,9,0,5,0,2,0
Apache Avro,org.apache.avro.util.springframework,ConcurrentReferenceHashMap.new ConcurrentReferenceHashMap.Task() {...},19,0,4,0,6,0,4,0,2,0
Apache Avro,org.apache.avro.util.springframework,ConcurrentReferenceHashMap.new ConcurrentReferenceHashMap.Task() {...},29,0,6,0,6,0,5,0,2,0
Apache Avro,org.apache.avro.util.springframework,ConcurrentReferenceHashMap.new ConcurrentReferenceHashMap.Task() {...},33,0,4,0,5,0,4,0,2,0
Apache Avro,org.apache.avro.util.springframework,ConcurrentReferenceHashMap.new ConcurrentReferenceHashMap.Task() {...},25,0,2,0,6,0,3,0,2,0
Apache Avro,org.apache.avro.util.springframework,ConcurrentReferenceHashMap.EntrySet,66,0,8,0,16,0,10,0,6,0
Apache Avro,org.apache.avro.util.springframework,ConcurrentReferenceHashMap.Segment,406,0,62,0,96,0,43,0,12,0
Apache Avro,org.apache.avro.io,BinaryDecoder.ByteSource,177,0,6,0,43,0,10,0,7,0
Apache Avro,org.apache.avro.io,BlockingBinaryEncoder,1209,0,128,0,224,0,92,0,28,0
Apache Avro,org.apache.avro.io,BinaryDecoder.ByteArrayByteSource,230,0,14,0,53,0,18,0,11,0
Apache Avro,org.apache.avro.io,DecoderFactory.DefaultDecoderFactory,5,0,0,0,1,0,1,0,1,0
Apache Avro,org.apache.avro.io,BufferedBinaryEncoder,257,0,24,0,64,0,26,0,14,0
Apache Avro,org.apache.avro.io,ParsingDecoder,107,0,26,0,33,0,16,0,3,0
Apache Avro,org.apache.avro.io,BlockingBinaryEncoder.BlockedValue.State,21,0,0,0,4,0,1,0,1,0
Apache Avro,org.apache.avro.io,FastReaderBuilder,1151,0,121,0,222,0,152,0,80,0
Apache Avro,org.apache.avro.io,ResolvingDecoder,559,0,78,0,122,0,58,0,19,0
Apache Avro,org.apache.avro.io,BinaryEncoder,143,0,18,0,50,0,23,0,14,0
Apache Avro,org.apache.avro.io,BlockingDirectBinaryEncoder.BufferOutputStream,10,0,0,0,3,0,2,0,2,0
Apache Avro,org.apache.avro.io,BlockingDirectBinaryEncoder,139,0,6,0,40,0,11,0,8,0
Apache Avro,org.apache.avro.io,Encoder,74,0,4,0,19,0,8,0,6,0
Apache Avro,org.apache.avro.io,DecoderFactory,160,0,20,0,32,0,27,0,17,0
Apache Avro,org.apache.avro.io,Decoder,12,0,0,0,4,0,3,0,3,0
Apache Avro,org.apache.avro.io,FastReaderBuilder.RecordReader.Stage,21,0,0,0,2,0,1,0,1,0
Apache Avro,org.apache.avro.io,BinaryDecoder.InputStreamByteSource,240,0,30,0,77,0,24,0,9,0
Apache Avro,org.apache.avro.io,FastReaderBuilder.MapReader,52,0,4,0,13,0,4,0,2,0
Apache Avro,org.apache.avro.io,DirectBinaryDecoder.ReuseByteReader,22,0,2,0,6,0,3,0,2,0
Apache Avro,org.apache.avro.io,BinaryDecoder,1159,0,88,0,215,0,86,0,42,0
Apache Avro,org.apache.avro.io,BinaryDecoder.BufferAccessor,116,0,12,0,35,0,14,0,8,0
Apache Avro,org.apache.avro.io,DirectBinaryDecoder.ByteReader,35,0,4,0,8,0,4,0,2,0
Apache Avro,org.apache.avro.io,BufferedBinaryEncoder.ByteSink,3,0,0,0,2,0,1,0,1,0
Apache Avro,org.apache.avro.io,FastReaderBuilder.FieldReader,6,0,0,0,2,0,2,0,2,0
Apache Avro,org.apache.avro.io,JsonEncoder.JsonOptions,15,0,0,0,3,0,1,0,1,0
Apache Avro,org.apache.avro.io,DatumWriter,17,0,0,0,3,0,1,0,1,0
Apache Avro,org.apache.avro.io,DirectBinaryEncoder,178,0,10,0,44,0,16,0,11,0
Apache Avro,org.apache.avro.io,EncoderFactory,193,0,30,0,43,0,31,0,16,0
Apache Avro,org.apache.avro.io,BufferedBinaryEncoder.OutputStreamSink,27,0,0,0,10,0,4,0,4,0
Apache Avro,org.apache.avro.io,ValidatingDecoder,403,0,24,0,95,0,41,0,29,0
Apache Avro,org.apache.avro.io,JsonEncoder,518,0,42,0,135,0,53,0,32,0
Apache Avro,org.apache.avro.io,BinaryData,970,0,97,0,186,0,74,0,14,0
Apache Avro,org.apache.avro.io,FastReaderBuilder.RecordReader,62,0,2,0,17,0,8,0,7,0
Apache Avro,org.apache.avro.io,JsonDecoder.ReorderBuffer,11,0,0,0,3,0,1,0,1,0
Apache Avro,org.apache.avro.io,FastReaderBuilder.ReusingFieldReader,2,0,0,0,1,0,1,0,1,0
Apache Avro,org.apache.avro.io,DirectBinaryDecoder,336,0,28,0,59,0,26,0,12,0
Apache Avro,org.apache.avro.io,ParsingEncoder,100,0,6,0,18,0,9,0,6,0
Apache Avro,org.apache.avro.io,EncoderFactory.DefaultEncoderFactory,10,0,0,0,2,0,2,0,2,0
Apache Avro,org.apache.avro.io,BlockingBinaryEncoder.BlockedValue,184,0,48,0,24,0,28,0,3,0
Apache Avro,org.apache.avro.io,ValidatingEncoder,284,0,6,0,84,0,28,0,25,0
Apache Avro,org.apache.avro.io,JsonDecoder,1112,0,142,0,273,0,112,0,41,0
Apache Avro,org.apache.avro.io,BinaryData.HashData,19,0,0,0,5,0,2,0,2,0
Apache Avro,org.apache.avro.io,BinaryData.Decoders,41,0,0,0,10,0,3,0,3,0
Apache Avro,org.apache.avro.reflect,ReflectData.AllowNull,24,0,2,0,7,0,5,0,4,0
Apache Avro,org.apache.avro.reflect,ReflectDatumReader,663,0,92,0,157,0,67,0,21,0
Apache Avro,org.apache.avro.reflect,MapEntry,23,0,0,0,9,0,4,0,4,0
Apache Avro,org.apache.avro.reflect,ReflectData.new ClassValue() {...},14,0,2,0,4,0,3,0,2,0
Apache Avro,org.apache.avro.reflect,ReflectionUtil.AccessorTestClass,193,0,2,0,29,0,5,0,4,0
Apache Avro,org.apache.avro.reflect,ArrayAccessor,511,0,70,0,121,0,51,0,16,0
Apache Avro,org.apache.avro.reflect,ReflectData.ClassAccessorData,138,0,12,0,28,0,10,0,4,0
Apache Avro,org.apache.avro.reflect,ReflectDatumWriter,359,0,52,0,96,0,41,0,13,0
Apache Avro,org.apache.avro.reflect,FieldAccessor,11,0,0,0,7,0,6,0,6,0
Apache Avro,org.apache.avro.reflect,ReflectData.CustomEncodingWrapper,9,0,0,0,4,0,2,0,2,0
Apache Avro,org.apache.avro.reflect,ReflectData,2294,0,334,0,484,0,226,0,57,0
Apache Avro,org.apache.avro.reflect,ReflectionUtil,208,0,16,0,52,0,21,0,13,0
Apache Avro,org.apache.avro.reflect,FieldAccess,3,0,0,0,1,0,1,0,1,0
Apache Avro,org.apache.avro.reflect,CustomEncoding,11,0,0,0,3,0,3,0,3,0
Apache Avro,org.apache.avro.reflect,FieldAccessReflect.ReflectionBasedAccessor,141,0,22,0,33,0,18,0,7,0
Apache Avro,org.apache.avro.reflect,FieldAccessReflect,33,0,2,0,7,0,3,0,2,0
Apache Avro,org.apache.avro.reflect,FieldAccessReflect.ReflectionBasesAccessorCustomEncoded,43,0,0,0,15,0,5,0,5,0
Apache Avro,org.apache.avro.reflect,DateAsLongEncoding,35,0,2,0,10,0,4,0,3,0
Apache Avro,org.apache.avro.util.internal,Accessor.FieldAccessor,0,3,0,0,0,1,0,1,0,1
Apache Avro,org.apache.avro.util.internal,Accessor.ResolvingGrammarGeneratorAccessor,3,0,0,0,1,0,1,0,1,0
Apache Avro,org.apache.avro.util.internal,Accessor.EncoderFactoryAccessor,3,0,0,0,1,0,1,0,1,0
Apache Avro,org.apache.avro.util.internal,ClassValueCache.new ClassValue() {...},12,0,0,0,2,0,2,0,2,0
Apache Avro,org.apache.avro.util.internal,JacksonUtils,386,106,92,22,84,29,56,7,2,4
Apache Avro,org.apache.avro.util.internal,ClassValueCache,17,0,0,0,5,0,2,0,2,0
Apache Avro,org.apache.avro.util.internal,ThreadLocalWithInitial,3,3,0,0,1,1,1,1,1,1
Apache Avro,org.apache.avro.util.internal,Accessor,74,10,8,2,24,6,15,2,10,2
Apache Avro,org.apache.avro.util.internal,Accessor.JsonPropertiesAccessor,0,3,0,0,0,1,0,1,0,1
Apache Avro,org.apache.avro.io.parsing,Symbol.DefaultStartAction,6,0,0,0,3,0,1,0,1,0
Apache Avro,org.apache.avro.io.parsing,Symbol.UnionAdjustAction,20,0,0,0,5,0,2,0,2,0
Apache Avro,org.apache.avro.io.parsing,SkipParser,92,0,10,0,25,0,10,0,5,0
Apache Avro,org.apache.avro.io.parsing,Parser,249,0,28,0,54,0,25,0,11,0
Apache Avro,org.apache.avro.io.parsing,Symbol.Kind,45,0,0,0,8,0,1,0,1,0
Apache Avro,org.apache.avro.io.parsing,Symbol.EnumAdjustAction,54,0,12,0,10,0,7,0,1,0
Apache Avro,org.apache.avro.io.parsing,Symbol,462,0,41,0,99,0,49,0,26,0
Apache Avro,org.apache.avro.io.parsing,ResolvingGrammarGenerator,991,0,112,0,190,0,79,0,8,0
Apache Avro,org.apache.avro.io.parsing,Symbol.Sequence,89,0,4,0,18,0,8,0,6,0
Apache Avro,org.apache.avro.io.parsing,Symbol.EnumLabelsAction,36,0,6,0,9,0,6,0,3,0
Apache Avro,org.apache.avro.io.parsing,Symbol.FieldOrderAction,33,0,6,0,7,0,4,0,1,0
Apache Avro,org.apache.avro.io.parsing,Symbol.Terminal,10,0,0,0,4,0,2,0,2,0
Apache Avro,org.apache.avro.io.parsing,Symbol.ResolvingAction,23,0,0,0,5,0,2,0,2,0
Apache Avro,org.apache.avro.io.parsing,Symbol.IntCheckAction,7,0,0,0,3,0,1,0,1,0
Apache Avro,org.apache.avro.io.parsing,Symbol.ErrorAction,6,0,0,0,3,0,1,0,1,0
Apache Avro,org.apache.avro.io.parsing,Symbol.FieldAdjustAction,12,0,0,0,5,0,1,0,1,0
Apache Avro,org.apache.avro.io.parsing,Symbol.SkipAction,16,0,0,0,4,0,2,0,2,0
Apache Avro,org.apache.avro.io.parsing,ValidatingGrammarGenerator,225,0,21,0,37,0,20,0,3,0
Apache Avro,org.apache.avro.io.parsing,JsonGrammarGenerator,191,0,10,0,25,0,10,0,3,0
Apache Avro,org.apache.avro.io.parsing,Symbol.Fixup,9,0,0,0,4,0,1,0,1,0
Apache Avro,org.apache.avro.io.parsing,ValidatingGrammarGenerator.LitS,22,0,2,0,7,0,4,0,3,0
Apache Avro,org.apache.avro.io.parsing,Symbol.Sequence.new Iterator() {...},44,0,4,0,7,0,6,0,4,0
Apache Avro,org.apache.avro.io.parsing,Symbol.ImplicitAction,11,0,0,0,5,0,2,0,2,0
Apache Avro,org.apache.avro.io.parsing,Symbol.Alternative,76,0,8,0,16,0,10,0,6,0
Apache Avro,org.apache.avro.io.parsing,ResolvingGrammarGenerator.new Accessor.ResolvingGrammarGeneratorAccessor() {...},8,0,0,0,3,0,2,0,2,0
Apache Avro,org.apache.avro.io.parsing,Symbol.Root,31,0,0,0,6,0,2,0,2,0
Apache Avro,org.apache.avro.io.parsing,Symbol.Repeater,51,0,0,0,10,0,3,0,3,0
